user_id,title,short_description,long_description,title_trans,short_description_trans,long_description_trans,technical assistance?,feasibility study?,purpose code,Difficulty level,Non-natural disaster,activity code1,activity code2,activity code3,activity code4,activity code5,activity code6,activity code7,activity code8,activity code9
40818398,Lutte contre la production illicite et le trafic des armes à fue,REINTEGRATION AND SALW CONTROL,Combatting illicit manufacturing & trafficking in firearms - Lutte contre la production illicite et le trafic des armes à fue -  -,Fight against the illicit production and trafficking of arms fue,REINTEGRATION AND SALW CONTROL,Manufacturing & Combatting illicit trafficking in firearms - Fight against the illicit production and trafficking of arms fue - --,,,15240,4,,15240.04,,,,,,,,
40818398,Lutte contre la prolifération des petites armes et des armes légères en Asie du Sud,REINTEGRATION AND SALW CONTROL,Saferworld  Lutte contre la prolifération des petites armes et des armes légères en Asie du Sud,Fight against the proliferation of small arms and light weapons in South Asia,REINTEGRATION AND SALW CONTROL,Saferworld fight against the proliferation of small arms and light weapons in South Asia,,,15240,4,,15240.04,,,,,,,,
40818398,Lutte contre la prolifération des petites armes et des armes légères en Asie du Sud,REINTEGRATION AND SALW CONTROL,Saferworld    Lutte contre la prolifération des petites armes et des armes légères en Asie du Sud - Lutte contre la prolifération des petites armes et des armes légères en Asie du Sud -  -,Fight against the proliferation of small arms and light weapons in South Asia,REINTEGRATION AND SALW CONTROL,Saferworld fight against the proliferation of small arms and light weapons in South Asia - Fight against the proliferation of small arms and light weapons in South Asia - --,,,15240,4,,15240.04,,,,,,,,
40818398,Lutte contre la prolifération des petites armes en Colombie,REINTEGRATION AND SALW CONTROL,Combating illicit manufacturing and trafficking in firearms and reinforcing a culture of peace in Colombia,Fight against the proliferation of small arms in Colombia,REINTEGRATION AND SALW CONTROL,Combating illicit manufacturing and trafficking in firearms and reinforcing a culture of peace in Colombia,,,15200,4,,15240.04,15220.01,,,,,,,
40818398,Lutte contre la prolifération des petites armes en Colombie,REINTEGRATION AND SALW CONTROL,Office des Nations unies contre la drogue et le crime - UNODC,Fight against the proliferation of small arms in Colombia,REINTEGRATION AND SALW CONTROL,UN Office against Drugs and Crime - UNODC,,,15240,3,,15130.06,15240.01,,,,,,,
40818398,FINANCEMENT VOLONTAIRE PROJETS DEVELOPPEMENT OSCE / Gestion armes légères,REINTEGRATION AND SALW CONTROL,FINANCEMENT VOLONTAIRE PROJETS DEVELOPPEMENT OSCE / Gestion armes légères,FINANCING DEVELOPMENT PROJECTS VOLUNTEER OSCE / Small Arms Management,REINTEGRATION AND SALW CONTROL,FINANCING DEVELOPMENT PROJECTS VOLUNTEER OSCE / Small Arms Management,,,15240,4,,15240.04,,,,,,,,
40818398,KOSSAC - phase 2,REINTEGRATION AND SALW CONTROL,Kosovo Small Arms Control Initiative - KOSSAC - phase 2 - Effective SALW control exercised by Kosovo's security institutions in line with international standards -,KOSSAC - phase 2,REINTEGRATION AND SALW CONTROL,Kosovo Small Arms Control Initiative - KOSSAC - phase 2 - Effective SALW control exercised by Kosovo's security institutions in line with international standards -,,,15240,4,,15240.04,,,,,,,,
40818398,Land Mine Victims Returning Home,REINTEGRATION AND SALW CONTROL,"To ease the situation for the most vulerable after the conflict in North Uganda,  trapped in camps with families to cater for and no close relatives and having own land. Victims from  Gulu town area.",Land Mine Victims Returning Home,REINTEGRATION AND SALW CONTROL,"To ease the situation for the most vulerable after the conflict in North Uganda,  trapped in camps with families to cater for and no close relatives and having own land. Victims from  Gulu town area.",,,16010,3,,16010.05,,,,,,,,
40818398,Gestion civile des conflits (armes légŠres),REINTEGRATION AND SALW CONTROL,"Security, Small arms and light weapons (SALW) (Project / Programm)",Managing Civil Conflict (weapons légŠres),REINTEGRATION AND SALW CONTROL,"Security, Small arms and light weapons (SALW) (Project / Programm)",,,15240,4,,15240.04,,,,,,,,
40818398,MAP-2005/ 108267,REINTEGRATION AND SALW CONTROL,MAP/2005/108-267-EU WESTERN BALKANS SALW CONTROL SUPPORT PLAN REMARKS : SPLIT :,MAP-2005/ 108267,REINTEGRATION AND SALW CONTROL,MAP/2005/108-267-EU WESTERN BALKANS SALW CONTROL SUPPORT PLAN REMARKS : SPLIT :,,,15240,4,,15240.04,,,,,,,,
40818398,MULTI-ANNUAL PROGRAMMES - Support to NGOs - Irish - MAPS - GENERAL - Socio-economic work with,REINTEGRATION AND SALW CONTROL,MULTI-ANNUAL PROGRAMMES - Support to NGOs - Irish - MAPS - GENERAL - Socio-economic work with,MULTI-ANNUAL PROGRAMMES - Support to NGOs - Irish - MAPS - GENERAL - Socio-economic work with,REINTEGRATION AND SALW CONTROL,MULTI-ANNUAL PROGRAMMES - Support to NGOs - Irish - MAPS - GENERAL - Socio-economic work with,,,15240,2,,15240.01,92010.01,,,,,,,
40818398,"NGO cofinanced project: Gun Free South Africa, non-violent conflict sol.",REINTEGRATION AND SALW CONTROL,Kofinanzierungsprojekt: Gun Free South Africa - Programm zur gewaltfreien Konfliktbewältigung in der südafrikan. Gesellschaft,"NGO cofinanced project: Gun Free South Africa, non-violent conflict sol.",REINTEGRATION AND SALW CONTROL,Project financing: Gun Free South Africa - a program for non-violent conflict resolution in the South African. Society,,,15240,3,,15240.04,,,,,,,,
40818398,"ntegrated program CELPA, Bukavu, Reinsertion of ex-combatants",REINTEGRATION AND SALW CONTROL,"Integrated Program CELPA, Congo, : reinsertion of about 2000 former under aged combatants through practical training and psycho social treatment per year;","ntegrated program CELPA, Bukavu, Reinsertion of ex-combatants",REINTEGRATION AND SALW CONTROL,"Integrated Program CELPA, Congo, : reinsertion of about 2000 former under aged combatants through practical training and psycho social treatment per year;",,,15261,3,,15261.03,,,,,,,,
40818398,OTHER ASSESSMENTS/ADMINISTRATIVE COSTS,REINTEGRATION AND SALW CONTROL,"COOPERATIVE THREAT REDUCTION (CTR) PROGRAM ISDESIGNED TO HELP THE COUNTRIES OF THE FORMER SOVIET UNIONDESTROY NUCLEAR, CHEMICAL AND BIOLOGICAL WEAPONS OF MASSDESTRUCTION AND ASSOCIATED INFRASTRUCTURE, AND ESTABLISHVERIFIABLE SAFEGUARDS AGAINST THE PROLIFERATION OF THOSE WEAPONS.",OTHER ASSESSMENTS/ADMINISTRATIVE COSTS,REINTEGRATION AND SALW CONTROL,"COOPERATIVE THREAT REDUCTION (CTR) PROGRAM ISDESIGNED TO HELP THE COUNTRIES OF THE FORMER SOVIET UNIONDESTROY NUCLEAR, CHEMICAL AND BIOLOGICAL WEAPONS OF MASSDESTRUCTION AND ASSOCIATED INFRASTRUCTURE, AND ESTABLISHVERIFIABLE SAFEGUARDS AGAINST THE PROLIFERATION OF THOSE WEAPONS.",,,15210,4,,15210.01,,,,,,,,
40818398,PROJECT FOR CONTROL AND REDUCTION OF SMALL ARMS IN BOSNIA AND HERZEGOVINA” WORKING WITH THE AUTHORITIES OF BOSNIA AND HERZEGOVINA WITH THE AIM OF REDUCING THE THREATS OF UNCONTROLLED WEAPONS FOR HUMAN SECURITY. THE PROJECT IS BASED ON THREE COMPONENTS EAC,REINTEGRATION AND SALW CONTROL,“PROJECT FOR CONTROL AND REDUCTION OF SMALL ARMS IN BOSNIA AND HERZEGOVINA” WORKING WITH THE AUTHORITIES OF BOSNIA AND HERZEGOVINA WITH THE AIM OF REDUCING THE THREATS OF UNCONTROLLED WEAPONS FOR HUMAN SECURITY. THE PROJECT IS BASED ON THREE COMPONENTS EACH ONE AIMS TO ACHIEVE THIS SECURITY OBJECTIVE. THE COMPONENTS ARE:- IMPROVEMENT OF THE NATIONAL CAPACITY TO CONTROL SMALL ARMS AND LIGHT WEAPONRY.- A SYSTEM FOR THE DESTRUCTION OF ARMAMENTS- AMMUNITION DESTRUCTION AND DEMILITARIZATION,PROJECT FOR CONTROL AND REDUCTION OF SMALL ARMS IN BOSNIA AND HERZEGOVINA” WORKING WITH THE AUTHORITIES OF BOSNIA AND HERZEGOVINA WITH THE AIM OF REDUCING THE THREATS OF UNCONTROLLED WEAPONS FOR HUMAN SECURITY. THE PROJECT IS BASED ON THREE COMPONENTS EAC,REINTEGRATION AND SALW CONTROL,“PROJECT FOR CONTROL AND REDUCTION OF SMALL ARMS IN BOSNIA AND HERZEGOVINA” WORKING WITH THE AUTHORITIES OF BOSNIA AND HERZEGOVINA WITH THE AIM OF REDUCING THE THREATS OF UNCONTROLLED WEAPONS FOR HUMAN SECURITY. THE PROJECT IS BASED ON THREE COMPONENTS EACH ONE AIMS TO ACHIEVE THIS SECURITY OBJECTIVE. THE COMPONENTS ARE:- IMPROVEMENT OF THE NATIONAL CAPACITY TO CONTROL SMALL ARMS AND LIGHT WEAPONRY.- A SYSTEM FOR THE DESTRUCTION OF ARMAMENTS- AMMUNITION DESTRUCTION AND DEMILITARIZATION,,,15240,4,,15240.04,,,,,,,,
40818398,Promoting Action on Conventional Arms at the UNGA.,REINTEGRATION AND SALW CONTROL,Secure the best possible outcome of the 63rd First Commitee of the UN General Assembly as part of the control arms campaign.,Promoting Action on Conventional Arms at the UNGA.,REINTEGRATION AND SALW CONTROL,Secure the best possible outcome of the 63rd First Commitee of the UN General Assembly as part of the control arms campaign.,,,15240,4,,15240.04,,,,,,,,
40818398,QUNO promotie Geneva Dec,REINTEGRATION AND SALW CONTROL,Promotie van de geneva Declaration on Armed Violence & development door QUNO,QUNO promotion Geneva in December,REINTEGRATION AND SALW CONTROL,Promotion of the Geneva Declaration on Armed Violence and Development by QUNO,,,15240,3,,15240.01,,,,,,,,
40818398,Regional Centre on Small Arms,REINTEGRATION AND SALW CONTROL,Bijdrage aan Regional Centre on Small Arms (RECSA) ten behoeve van de Grote Meren Regio en Hoorn van Afrika,Regional Centre on Small Arms,REINTEGRATION AND SALW CONTROL,Contribution to Regional Center on Small Arms (RECSA) for the Great Lakes Region and Horn of Africa,,,15240,4,,15240.04,,,,,,,,
40818398,Regional Human Security/Small Arms Coordinator,REINTEGRATION AND SALW CONTROL,Capacity building and networking on human security and small arms in relation to development programming in with NCA and partners in the region.,Regional Human Security/Small Arms Coordinator,REINTEGRATION AND SALW CONTROL,Capacity building and networking on human security and small arms in relation to development programming in with NCA and partners in the region.,,,15240,4,,15240.04,,,,,,,,
40818398,REH-2005/ 017730,REINTEGRATION AND SALW CONTROL,REH/2005/017-730-LIVELIHOOD SUPPORT TO CONFLICT AFFECTED COMMUNITIES IN ACEH - P REMARKS : SPLIT :,REH-2005 / 017730,REINTEGRATION AND SALW CONTROL,REH/2005/017-730-LIVELIHOOD SUPPORT TO CONFLICT AFFECTED COMMUNITIES IN ACEH - P REMARKS : SPLIT :,,,43010,2,,15240.04,15150.02,43010.01,,,,,,
40818398,SALW Destruction in Burundi,REINTEGRATION AND SALW CONTROL,MAG Technical Assistance for Mobile SALW Destruction in Burundi,SALW Destruction in Burundi,REINTEGRATION AND SALW CONTROL,MAG Technical Assistance for Mobile SALW Destruction in Burundi,1,,15240,4,,15240.04,,,,,,,,
40818398,SAP,REINTEGRATION AND SALW CONTROL,Improved government and local community management of SALW at national and local levels.,SAP,REINTEGRATION AND SALW CONTROL,Improved government and local community management of SALW at national and local levels.,,,15240,4,,15240.04,,,,,,,,
40818398,SEESAC South Eastern and Eastern Europe Clearinghouse for the Control of,REINTEGRATION AND SALW CONTROL,SEESAC South Eastern and Eastern Europe Clearinghouse for the Control of Small Arms,SEESAC South Eastern and Eastern Europe Clearinghouse for the Control of,REINTEGRATION AND SALW CONTROL,SEESAC South Eastern and Eastern Europe Clearinghouse for the Control of Small Arms,,,15240,4,,15240.04,,,,,,,,
40818398,Small Arms and Light Weapons,REINTEGRATION AND SALW CONTROL,Small Arms and Light Weapons - Acquisition of Weapons Destruction Tools [through United Nations Development Programme],Small Arms and Light Weapons,REINTEGRATION AND SALW CONTROL,Small Arms and Light Weapons - Acquisition of Weapons Destruction Tools [through United Nations Development Programme],,,15240,4,,15240.04,,,,,,,,
40818398,Small Arms and Light Weapons,REINTEGRATION AND SALW CONTROL,Small Arms and Light Weapons - Catalog and Guide to Global Training Initiatives for SA/LW Mine and ERW Threat-Reduction [through James Madison University],Small Arms and Light Weapons,REINTEGRATION AND SALW CONTROL,Small Arms and Light Weapons - Catalog and Guide to Global Training Initiatives for SA/LW Mine and ERW Threat-Reduction [through James Madison University],,,15240,4,,15240.04,,,,,,,,
40818398,Small Arms and Light Weapons,REINTEGRATION AND SALW CONTROL,Small Arms and Light Weapons - International Assistance for Implementing the Programme of Action on the Illicit Trade on SA/LW [through United Nations Institute for Disarmament Research],Small Arms and Light Weapons,REINTEGRATION AND SALW CONTROL,Small Arms and Light Weapons - International Assistance for Implementing the Programme of Action on the Illicit Trade on SA/LW [through United Nations Institute for Disarmament Research],,,15240,4,,15240.04,,,,,,,,
40818398,Small Arms and Light Weapons,REINTEGRATION AND SALW CONTROL,Small Arms and Light Weapons - MANPADS and SA/LW Storage Facility Remediation in Republic of the Congo [through Mines Advisory Group],Small Arms and Light Weapons,REINTEGRATION AND SALW CONTROL,Small Arms and Light Weapons - MANPADS and SA/LW Storage Facility Remediation in Republic of the Congo [through Mines Advisory Group],,,15240,4,,15240.04,,,,,,,,
40818398,Small Arms and Light Weapons,REINTEGRATION AND SALW CONTROL,Small Arms and Light Weapons - SA/LW Destruction Project in Support of the Government of Burundi [through Mines Advisory Group],Small Arms and Light Weapons,REINTEGRATION AND SALW CONTROL,Small Arms and Light Weapons - SA/LW Destruction Project in Support of the Government of Burundi [through Mines Advisory Group],,,15240,4,,15240.04,,,,,,,,
40818398,Small Arms and Light Weapons,REINTEGRATION AND SALW CONTROL,Small Arms and Light Weapons - Scrap Metal Foundry UXO Stockpile Clearance and EOD Project in Xieng Khouang Province Lao PDR [through Mines Advisory Group],Small Arms and Light Weapons,REINTEGRATION AND SALW CONTROL,Small Arms and Light Weapons - Scrap Metal Foundry UXO Stockpile Clearance and EOD Project in Xieng Khouang Province Lao PDR [through Mines Advisory Group],,,15240,4,,15240.04,,,,,,,,
40818398,Small Arms JP - TRAC3 & Swiss,REINTEGRATION AND SALW CONTROL,Post-Conflict: Restoration of security and reduced availability of small arms and incidence of armed violence aimed at avoiding a return to conflict,Small Arms JP - TRAC3 & Swiss,REINTEGRATION AND SALW CONTROL,Post-Conflict: Restoration of security and reduced availability of small arms and incidence of armed violence aimed at avoiding a return to conflict,,,15240,4,,15240.04,,,,,,,,
40818398,Social awareness about armed violence in Guatemala,REINTEGRATION AND SALW CONTROL,"This project aims to increase the participation of children, young people and women in a discussion and analysis process about the problem of small arms proliferation in Guatemala and the effect of them in people.",Social awareness about armed violence in Guatemala,REINTEGRATION AND SALW CONTROL,"This project aims to increase the participation of children, young people and women in a discussion and analysis process about the problem of small arms proliferation in Guatemala and the effect of them in people.",,,15240,4,,15240.04,,,,,,,,
40818398,SSR Integrated Unit (CORE),REINTEGRATION AND SALW CONTROL,Post-Conflict: Restoration of security and reduced availability of small arms and incidence of armed violence aimed at avoiding a return to conflict,SSR Integrated Unit (CORE),REINTEGRATION AND SALW CONTROL,Post-Conflict: Restoration of security and reduced availability of small arms and incidence of armed violence aimed at avoiding a return to conflict,,,15200,4,,15240.04,15210.01,,,,,,,
40818398,Strengthening Uganda’s capacities to trace ilicit SALW - the scope for further action,REINTEGRATION AND SALW CONTROL,Strengthening Uganda’s capacities to trace ilicit SALW - the scope for further action,Strengthening Uganda’s capacities to trace ilicit SALW - the scope for further action,REINTEGRATION AND SALW CONTROL,Strengthening Uganda’s capacities to trace ilicit SALW - the scope for further action,,,15240,4,,15240.04,,,,,,,,
40818398,Support for Backup Datacenter,REINTEGRATION AND SALW CONTROL,Accompanying technical Support to the executing organisation of the  backup datacenter  project in Tiflis,Support for Backup Datacenter,REINTEGRATION AND SALW CONTROL,Accompanying technical Support to the executing organisation of the  backup datacenter  project in Tiflis,1,,15240,4,,15240.01,,,,,,,,
40818398,SUPPORT FOR THE REDUCTION OF SMALL ARMS IN BOSNIA AND HERZEGOVINA IMPLEMENTATION PERIOD: 2007-2008 TOTAL BUDGET:11.472.392$ (PROPOSED CONTRIBUTION: 250.000 FOR 2007 AND 250.000 FOR 2008),REINTEGRATION AND SALW CONTROL,APOYO A LA REDUCIÓN DE ARMAMENTO LIGERO EN BHPERIODO DE EJECUCIÓN:2007-2008PRESUPUESTO TOTAL:11.472.392$ (PROPUESTA CONTRIBUCIÓN MEDEO:250.000 PARA EL 2007 Y 250.000 PARA EL 2008),SUPPORT FOR THE REDUCTION OF SMALL ARMS IN BOSNIA AND HERZEGOVINA IMPLEMENTATION PERIOD: 2007-2008 TOTAL BUDGET:11.472.392$ (PROPOSED CONTRIBUTION: 250.000 FOR 2007 AND 250.000 FOR 2008),REINTEGRATION AND SALW CONTROL,"SUPPORTING THE REDUCTION OF LIGHT WEAPONS IN BHPERIODO PERFORMANCE :2007-2008PRESUPUESTO TOTAL: 11,472,392 $ (PROPOSED CONTRIBUTION MEDEA: 250,000 FOR 2007 and 250,000 in 2008)",,,15240,4,,15240.04,,,,,,,,
40818398,Financement volontaire projets developpement OSCE / Gestion armes légères,REINTEGRATION AND SALW CONTROL,Financement volontaire projets de développement OSCE / Gestion armes légères,Voluntary funding development projects OSCE / Small Arms Management,REINTEGRATION AND SALW CONTROL,Voluntary funding development projects OSCE / Small Arms Management,,,15240,4,,15240.04,,,,,,,,
40818398,,REINTEGRATION AND SALW CONTROL,Destruction/Conversion: Removal of Conventional Ammunitions Bosnia,,REINTEGRATION AND SALW CONTROL,Destruction/Conversion: Removal of Conventional Ammunitions Bosnia,,,15240,4,,15240.04,,,,,,,,
40818398,,REINTEGRATION AND SALW CONTROL,Enforcement/Interdiction: Establishment of Legislation to Restrict Biological Weapons Activi,,REINTEGRATION AND SALW CONTROL,Enforcement/Interdiction: Establishment of Legislation to Restrict Biological Weapons Activi,,,15210,4,,15210.01,,,,,,,,
40818398,,REINTEGRATION AND SALW CONTROL,"RRM/2005/6-05-0027, ACEH, DEMOBILISATION AND REINTEGRATION, IOM REMARKS : SPLIT :",,REINTEGRATION AND SALW CONTROL,"RRM/2005/6-05-0027, ACEH, DEMOBILISATION AND REINTEGRATION, IOM REMARKS : SPLIT :",,,15240,4,,15240.02,,,,,,,,
40818398,,REINTEGRATION AND SALW CONTROL,Small Arms and Light Weapons Destruction - International Assistance for Implementing the Programme of Action on Small Arms and Light Weapons in all their Aspects,,REINTEGRATION AND SALW CONTROL,Small Arms and Light Weapons Destruction - International Assistance for Implementing the Programme of Action on Small Arms and Light Weapons in all their Aspects,,,15240,4,,15240.04,,,,,,,,
40818398,,REINTEGRATION AND SALW CONTROL,Small Arms and Light Weapons Destruction - Quality Basic Education for All:  Tajikistan,,REINTEGRATION AND SALW CONTROL,Small Arms and Light Weapons Destruction - Quality Basic Education for All:  Tajikistan,,,15240,4,,15240.04,,,,,,,,
40818398,,REINTEGRATION AND SALW CONTROL,Small Arms and Light Weapons Destruction - Small Arms and Light Weapons Assessment and Destruction in Democratic Republic of Congo,,REINTEGRATION AND SALW CONTROL,Small Arms and Light Weapons Destruction - Small Arms and Light Weapons Assessment and Destruction in Democratic Republic of Congo,,,15240,4,,15240.04,,,,,,,,
40818398,,REINTEGRATION AND SALW CONTROL,"Small Arms and Light Weapons Destruction - Systematic International Small Arms Management:  Stockpile Mapping, Surplus Identification and Loss Simulation",,REINTEGRATION AND SALW CONTROL,"Small Arms and Light Weapons Destruction - Systematic International Small Arms Management:  Stockpile Mapping, Surplus Identification and Loss Simulation",,,15240,4,,15240.04,,,,,,,,
40818398,,REINTEGRATION AND SALW CONTROL,Small Arms and Light Weapons Destruction - Unsecured Small Arms/Light Weapons (SA/LW) Cache Destruction in Sudan,,REINTEGRATION AND SALW CONTROL,Small Arms and Light Weapons Destruction - Unsecured Small Arms/Light Weapons (SA/LW) Cache Destruction in Sudan,,,15240,4,,15240.04,,,,,,,,
40818398,,REINTEGRATION AND SALW CONTROL,Small Arms and Light Weapons Destruction - Weapons & Ammunition Disposal Program,,REINTEGRATION AND SALW CONTROL,Small Arms and Light Weapons Destruction - Weapons & Ammunition Disposal Program,,,15240,4,,15240.04,,,,,,,,
40818398,,REINTEGRATION AND SALW CONTROL,Small Arms and Light Weapons Destruction - Weapons and Ammunition Disposal (WAD),,REINTEGRATION AND SALW CONTROL,Small Arms and Light Weapons Destruction - Weapons and Ammunition Disposal (WAD),,,15240,4,,15240.04,,,,,,,,
40818398,DVB REINT.DEF.PERS. KROATIE,REINTEGRATION ASSISTANCE TO SEPARATED DEFENCE PERSONNEL,REINTEGRATION ASSISTANCE TO SEPARATED DEFENCE PERSONNEL (RASDP) IN THE REPUBLIC OF CROATIA / IOM,DVB REINT.DEF.PERS. CROATIA,REINTEGRATION ASSISTANCE TO SEPARATED DEFENCE PERSONNEL,REINTEGRATION ASSISTANCE TO SEPARATED DEFENCE PERSONNEL (RASDP) IN THE REPUBLIC OF CROATIA / IOM,,,15240,4,,15240.02,,,,,,,,
40818398,Reintegration Children and Adolescents,REINTEGRATION CHILDREN AND ADOLESCENTS,Reintegration of children and adolescents formerly associated with armed forces and armed groups,Reintegration Children and Adolescents,REINTEGRATION CHILDREN AND ADOLESCENTS,Reintegration of children and adolescents formerly associated with armed forces and armed groups,,,15240,3,,15240.02,,,,,,,,
40818398,REINTEGRATION FOR WAR-TORN POPULATION IN TARGETED COMMUNITIE,REINTEGRATION FOR WAR-TORN POPULATION IN TARGETED COMMUNITIES,"USAID SIERRA LEONE - WASHINGTON ALLOWANCE, BUREAU FOR AFRICA, PHX",REINTEGRATION FOR WAR-TORN POPULATION IN TARGETED COMMUNITIE,REINTEGRATION FOR WAR-TORN POPULATION IN TARGETED COMMUNITIES,"USAID SIERRA LEONE - WASHINGTON ALLOWANCE, BUREAU FOR AFRICA, PHX",,,16010,3,,16010.05,,,,,,,,
40818398,REINTEGRATION OF AFGHAN FAMILIES COMING BACK FROM THE EXILE IN THE PROVINCE OF BALX AND SAR-I-PUL (NORTH OF AFGHANISTAN) PENSION FUNDS AND INSURANCE,REINTEGRATION OF AFGHAN FAMILIES COMING BACK FROM THE EXILE IN THE PROVINCE OF BALX AND SAR-I-PUL (NORTH OF AFGHANISTAN) PENSION FUNDS AND INSURANCE,SUPPORT AND REINTEGRATION OF AFGHAN FAMILIES COMING BACK FROM THE EXILE IN THE PROVINCE OF BALX AND SAR-I-PUL (NORTH OF AFGHANISTAN) PENSION FUNDS AND INSURANCE,REINTEGRATION OF AFGHAN FAMILIES COMING BACK FROM THE EXILE IN THE PROVINCE OF BALX AND SAR-I-PUL (NORTH OF AFGHANISTAN) PENSION FUNDS AND INSURANCE,REINTEGRATION OF AFGHAN FAMILIES COMING BACK FROM THE EXILE IN THE PROVINCE OF BALX AND SAR-I-PUL (NORTH OF AFGHANISTAN) PENSION FUNDS AND INSURANCE,SUPPORT AND REINTEGRATION OF AFGHAN FAMILIES COMING BACK FROM THE EXILE IN THE PROVINCE OF BALX AND SAR-I-PUL (NORTH OF AFGHANISTAN) PENSION FUNDS AND INSURANCE,,,16010,4,,16010.04,16010.05,,,,,,,
40818398,REINSERCIÓN DE LOS NIÑOS SOLDADOS Y NIÑAS ESCLAVAS Y DESARROLLAR UNA SOCIEDAD BASADA EN PRINCIPIOS DE PAZ.,REINTEGRATION OF CHILD SOLDIERS AND SLAVE GIRLS AND THE DEVELOPMENT OF A PEACE PRINCIPLES-BASED SOCI,REINSERCIÓN DE LOS NIÑOS SOLDADOS Y NIÑAS ESCLAVAS Y DESARROLLAR UNA SOCIEDAD BASADA EN PRINCIPIOS DE PAZ.,REINTEGRATION OF CHILD SOLDIERS AND SLAVES GIRLS AND DEVELOP A SOCIETY OF PEACE PRINCIPLES.,REINTEGRATION OF CHILD SOLDIERS AND SLAVE GIRLS AND THE DEVELOPMENT OF A PEACE PRINCIPLES-BASED SOCI,REINTEGRATION OF CHILD SOLDIERS AND SLAVES GIRLS AND DEVELOP A SOCIETY OF PEACE PRINCIPLES.,,,16010,3,,15261.03,16010.05,,,,,,,
40818398,Reintegration of demobilised solidiers in Ituri,REINTEGRATION OF DEMOBILISED SOLIDIERS IN ITURI,The support is targeted reintegration of demobilised soldiers in Ituri - as part of a UNDP programme in Ituri.,Reintegration of demobilised solidiers in Ituri,REINTEGRATION OF DEMOBILISED SOLIDIERS IN ITURI,The support is targeted reintegration of demobilised soldiers in Ituri - as part of a UNDP programme in Ituri.,,,15240,4,,15240.02,,,,,,,,
40818398,UNDP TRUST FUND FOR MALI,REINTEGRATION OF EX-COMBATANTS,Reintegration of ex-combatants in Northern Mali in order to consolidate and strengthen the peace process,UNDP TRUST FUND FOR MALI,REINTEGRATION OF EX-COMBATANTS,Reintegration of ex-combatants in Northern Mali in order to consolidate and strengthen the peace process,,,15240,4,,15240.02,,,,,,,,
40818398,REINTEGRATION OF EX-COMBATANTS & FAMILY,REINTEGRATION OF EX-COMBATANTS & FAMILY,THEMES: 0108 - PEACE AND SECURITY  EXPECTED IMPACT / LONG-TERM RESULTS: ADULTS AND YOUTH IN TAJIKISTAN HAVE IMPROVED ACCESS TO ENTREPRENEURSHIP EDUCATION THROUGH THE ADOPTION OF THE SIYB PROGRAM AND USE THESE SKILLS TO DEVELOP SELF-EMPLOYMENT AND INCOME GENERATING OPPORTUNITIES THEREFORE REDUCING THE STRAIN ON OUTSIDE AGENCIES AND THE GOVERNMENT AND CREATING POSITIVE ECONOMIC PROSPECTS FOR THE COUNTRY.  EXPECTED OUTCOMES / MEDIUM-TERM RESULTS: SCHOOL TO WORK TRANSITION FOR YOUTH FACILITATED IN TAJIKISTAN THROUGH STRENGTHENING OF THE PROGRAMME KNOW ABOUT BUSINESS INVOCATIONAL AND SECONDARY EDUCATION SYSTEMS PROVIDING YOUTH WITH GREATER MEANS TO CONSIDER SELF EMPLOYMENT AS A VIABLE CAREER.  EXPECTED OUTPUTS / SHORT-TERM RESULTS: TRAINING OF TRAINERS SEMINARS IN KAB METHODOLOGY ORGANISED; TRAINING OF TRAINERS SEMINARS IN SIYB METHODOLOGY FOR STAFF MEMBERS OF BUSINESS ORIENTED TRAINNING INSTITUTIONS; SUPPORT TO EXISTING TRAINERS IN BOTH KAB AND SIYB ORGANISED,REINTEGRATION OF EX-COMBATANTS & FAMILY,REINTEGRATION OF EX-COMBATANTS & FAMILY,THEMES: 0108 - PEACE AND SECURITY  EXPECTED IMPACT / LONG-TERM RESULTS: ADULTS AND YOUTH IN TAJIKISTAN HAVE IMPROVED ACCESS TO ENTREPRENEURSHIP EDUCATION THROUGH THE ADOPTION OF THE SIYB PROGRAM AND USE THESE SKILLS TO DEVELOP SELF-EMPLOYMENT AND INCOME GENERATING OPPORTUNITIES THEREFORE REDUCING THE STRAIN ON OUTSIDE AGENCIES AND THE GOVERNMENT AND CREATING POSITIVE ECONOMIC PROSPECTS FOR THE COUNTRY.  EXPECTED OUTCOMES / MEDIUM-TERM RESULTS: SCHOOL TO WORK TRANSITION FOR YOUTH FACILITATED IN TAJIKISTAN THROUGH STRENGTHENING OF THE PROGRAMME KNOW ABOUT BUSINESS INVOCATIONAL AND SECONDARY EDUCATION SYSTEMS PROVIDING YOUTH WITH GREATER MEANS TO CONSIDER SELF EMPLOYMENT AS A VIABLE CAREER.  EXPECTED OUTPUTS / SHORT-TERM RESULTS: TRAINING OF TRAINERS SEMINARS IN KAB METHODOLOGY ORGANISED; TRAINING OF TRAINERS SEMINARS IN SIYB METHODOLOGY FOR STAFF MEMBERS OF BUSINESS ORIENTED TRAINNING INSTITUTIONS; SUPPORT TO EXISTING TRAINERS IN BOTH KAB AND SIYB ORGANISED,,,25081,3,,16020.01,25081.01,11320.01,11330.02,,,,,
