iso2,iso3,adt_code,year,grant_amount,subject,grant_count,foundation_count,country
ML,MLI,700,2008,15000,Humanitarian Aid (Including Reconstruction and Recovery),1,1,Mali
ML,MLI,700,2009,50000,Humanitarian Aid (Including Reconstruction and Recovery),1,1,Mali
ML,MLI,700,2010,91000,Humanitarian Aid (Including Reconstruction and Recovery),2,1,Mali
ML,MLI,998,2009,223000,Unallocated/Unspecified,1,1,Mali
ML,MLI,998,2010,80000,Unallocated/Unspecified,1,1,Mali
MM,MMR,110,2005,1104000,Education,1,1,Myanmar
MM,MMR,110,2008,40000,Education,1,1,Myanmar
MM,MMR,110,2009,1440000,Education,4,2,Myanmar
MM,MMR,110,2010,1316000,Education,3,1,Myanmar
MM,MMR,120,2008,560000,Health,5,3,Myanmar
MM,MMR,120,2009,624456,Health,6,2,Myanmar
MM,MMR,120,2010,443544,Health,2,2,Myanmar
MM,MMR,130,2009,1080000,Population Policies/Programmes and Reproductive Health,1,1,Myanmar
MM,MMR,150,2008,4696000,Government and Civil Society,6,3,Myanmar
MM,MMR,150,2009,3033120,Government and Civil Society,14,5,Myanmar
MM,MMR,150,2010,1072000,Government and Civil Society,3,2,Myanmar
MM,MMR,160,2007,40000,Other Social Infrastructure and Services,1,1,Myanmar
MM,MMR,160,2008,563776,Other Social Infrastructure and Services,3,2,Myanmar
MM,MMR,160,2009,442776,Other Social Infrastructure and Services,4,3,Myanmar
MM,MMR,160,2010,1616000,Other Social Infrastructure and Services,2,2,Myanmar
MM,MMR,220,2008,140000,Communications,2,1,Myanmar
MM,MMR,220,2009,247480,Communications,3,1,Myanmar
MM,MMR,250,2009,150000,Business and Other Services,1,1,Myanmar
MM,MMR,310,2009,3200000,"Agriculture, Forestry, Fishing",1,1,Myanmar
MM,MMR,410,2008,1548000,General environmental protection Non-sector specific,2,2,Myanmar
MM,MMR,410,2009,80000,General environmental protection Non-sector specific,1,1,Myanmar
MM,MMR,410,2010,3861932,General environmental protection Non-sector specific,3,2,Myanmar
MM,MMR,430,2009,2957040,Other Multisector/Cross-cutting,6,5,Myanmar
MM,MMR,430,2010,42000,Other Multisector/Cross-cutting,1,1,Myanmar
MM,MMR,520,2009,200000,Developmental food aid/Food security assistance,1,1,Myanmar
MM,MMR,700,2008,11658648,Humanitarian Aid (Including Reconstruction and Recovery),23,16,Myanmar
MM,MMR,700,2009,2011364,Humanitarian Aid (Including Reconstruction and Recovery),7,5,Myanmar
MM,MMR,700,2010,2900000,Humanitarian Aid (Including Reconstruction and Recovery),2,2,Myanmar
MM,MMR,930,2008,200000,Refugees,1,1,Myanmar
MM,MMR,930,2009,40000,Refugees,1,1,Myanmar
MM,MMR,998,2008,48000,Unallocated/Unspecified,1,1,Myanmar
MN,MNG,110,2010,1700000,Education,1,1,Mongolia
MN,MNG,120,2008,49355,Health,3,2,Mongolia
MN,MNG,120,2010,179000,Health,1,1,Mongolia
MN,MNG,150,2008,152350,Government and Civil Society,1,1,Mongolia
MN,MNG,250,2005,1712143,Business and Other Services,1,1,Mongolia
MN,MNG,250,2010,4000000,Business and Other Services,1,1,Mongolia
MN,MNG,410,2009,389683,General environmental protection Non-sector specific,3,2,Mongolia
MN,MNG,410,2010,75000,General environmental protection Non-sector specific,1,1,Mongolia
MN,MNG,430,2009,25000,Other Multisector/Cross-cutting,2,2,Mongolia
MN,MNG,430,2010,210000,Other Multisector/Cross-cutting,1,1,Mongolia
MP,MNP,110,2007,50000,Education,1,1,Northern Mariana Islands
MP,MNP,160,2006,60000,Other Social Infrastructure and Services,1,1,Northern Mariana Islands
MP,MNP,160,2007,100000,Other Social Infrastructure and Services,2,1,Northern Mariana Islands
MP,MNP,160,2008,10000,Other Social Infrastructure and Services,1,1,Northern Mariana Islands
MR,MRT,430,2009,180000,Other Multisector/Cross-cutting,1,1,Mauritania
MT,MLT,110,2009,25000,Education,1,1,Malta
MT,MLT,120,2005,20000,Health,1,1,Malta
MT,MLT,120,2007,15000,Health,1,1,Malta
MT,MLT,430,2006,50300,Other Multisector/Cross-cutting,1,1,Malta
MU,MUS,110,2005,25000,Education,1,1,Mauritius
MU,MUS,120,2010,238120,Health,1,1,Mauritius
MV,MDV,150,2010,200000,Government and Civil Society,1,1,Maldives
MV,MDV,410,2009,200000,General environmental protection Non-sector specific,1,1,Maldives
MW,MWI,110,2007,10000,Education,1,1,Malawi
MW,MWI,110,2009,25000,Education,1,1,Malawi
MW,MWI,120,2005,63000,Health,2,1,Malawi
MW,MWI,120,2007,25000,Health,1,1,Malawi
MW,MWI,120,2008,350000,Health,2,2,Malawi
MW,MWI,120,2009,1022000,Health,11,4,Malawi
MW,MWI,120,2010,7764317,Health,3,3,Malawi
MW,MWI,130,2009,225000,Population Policies/Programmes and Reproductive Health,2,2,Malawi
MW,MWI,130,2010,1370050,Population Policies/Programmes and Reproductive Health,1,1,Malawi
MW,MWI,140,2010,5689264,Water Supply and Sanitation,2,2,Malawi
MW,MWI,150,2005,200000,Government and Civil Society,1,1,Malawi
MW,MWI,150,2006,773000,Government and Civil Society,1,1,Malawi
MW,MWI,150,2008,250000,Government and Civil Society,1,1,Malawi
MW,MWI,150,2009,26000,Government and Civil Society,2,1,Malawi
MW,MWI,160,2005,15000,Other Social Infrastructure and Services,1,1,Malawi
MW,MWI,160,2006,26000,Other Social Infrastructure and Services,2,2,Malawi
MW,MWI,160,2007,43400,Other Social Infrastructure and Services,3,2,Malawi
MW,MWI,160,2008,200000,Other Social Infrastructure and Services,1,1,Malawi
MW,MWI,160,2009,130000,Other Social Infrastructure and Services,4,4,Malawi
MW,MWI,160,2010,9125953,Other Social Infrastructure and Services,13,3,Malawi
MW,MWI,240,2007,203384,Banking and Financial Services,1,1,Malawi
MW,MWI,250,2005,200000,Business and Other Services,1,1,Malawi
MW,MWI,250,2009,8000000,Business and Other Services,1,1,Malawi
MW,MWI,250,2010,50000,Business and Other Services,1,1,Malawi
MW,MWI,310,2005,306390,"Agriculture, Forestry, Fishing",1,1,Malawi
MW,MWI,310,2006,2565765,"Agriculture, Forestry, Fishing",6,3,Malawi
MW,MWI,310,2007,787500,"Agriculture, Forestry, Fishing",6,3,Malawi
MW,MWI,310,2008,324000,"Agriculture, Forestry, Fishing",2,2,Malawi
MW,MWI,310,2009,1345650,"Agriculture, Forestry, Fishing",6,3,Malawi
MW,MWI,310,2010,7079089,"Agriculture, Forestry, Fishing",15,4,Malawi
MW,MWI,410,2009,500000,General environmental protection Non-sector specific,1,1,Malawi
MW,MWI,420,2009,13000,Women (in Development),1,1,Malawi
MW,MWI,430,2008,275000,Other Multisector/Cross-cutting,1,1,Malawi
MW,MWI,430,2009,914774,Other Multisector/Cross-cutting,2,1,Malawi
MW,MWI,430,2010,2622188,Other Multisector/Cross-cutting,2,2,Malawi
MW,MWI,520,2009,100000,Developmental food aid/Food security assistance,1,1,Malawi
MW,MWI,520,2010,75000,Developmental food aid/Food security assistance,1,1,Malawi
MW,MWI,700,2009,300000,Humanitarian Aid (Including Reconstruction and Recovery),1,1,Malawi
MW,MWI,998,2010,20000,Unallocated/Unspecified,1,1,Malawi
MX,MEX,110,2005,4281475,Education,44,11,Mexico
MX,MEX,110,2006,2835607,Education,36,11,Mexico
MX,MEX,110,2007,3703400,Education,29,11,Mexico
MX,MEX,110,2008,2807496,Education,27,16,Mexico
MX,MEX,110,2009,103845385,Education,30,17,Mexico
MX,MEX,110,2010,2894339,Education,13,8,Mexico
MX,MEX,120,2005,1214505,Health,37,6,Mexico
MX,MEX,120,2006,1098518,Health,21,8,Mexico
MX,MEX,120,2007,1345472,Health,31,7,Mexico
MX,MEX,120,2008,1537333,Health,20,10,Mexico
MX,MEX,120,2009,1753031,Health,27,16,Mexico
MX,MEX,120,2010,3047571,Health,15,11,Mexico
MX,MEX,130,2005,2955000,Population Policies/Programmes and Reproductive Health,17,4,Mexico
MX,MEX,130,2006,3980084,Population Policies/Programmes and Reproductive Health,23,7,Mexico
MX,MEX,130,2007,2483368,Population Policies/Programmes and Reproductive Health,15,5,Mexico
MX,MEX,130,2008,2468000,Population Policies/Programmes and Reproductive Health,16,4,Mexico
MX,MEX,130,2009,3808163,Population Policies/Programmes and Reproductive Health,21,4,Mexico
MX,MEX,130,2010,7048556,Population Policies/Programmes and Reproductive Health,11,6,Mexico
MX,MEX,140,2005,580000,Water Supply and Sanitation,3,3,Mexico
MX,MEX,140,2006,788202,Water Supply and Sanitation,5,3,Mexico
MX,MEX,140,2007,7793000,Water Supply and Sanitation,6,2,Mexico
MX,MEX,140,2008,1203500,Water Supply and Sanitation,10,5,Mexico
MX,MEX,140,2009,4735524,Water Supply and Sanitation,19,4,Mexico
MX,MEX,140,2010,1646600,Water Supply and Sanitation,13,4,Mexico
MX,MEX,150,2005,5740466,Government and Civil Society,30,9,Mexico
MX,MEX,150,2006,12043308,Government and Civil Society,38,8,Mexico
MX,MEX,150,2007,8367398,Government and Civil Society,39,8,Mexico
MX,MEX,150,2008,9853797,Government and Civil Society,37,12,Mexico
MX,MEX,150,2009,9067227,Government and Civil Society,62,16,Mexico
MX,MEX,150,2010,11060178,Government and Civil Society,49,15,Mexico
MX,MEX,160,2005,2874310,Other Social Infrastructure and Services,39,13,Mexico
MX,MEX,160,2006,2706849,Other Social Infrastructure and Services,53,16,Mexico
MX,MEX,160,2007,1862029,Other Social Infrastructure and Services,47,13,Mexico
MX,MEX,160,2008,1948485,Other Social Infrastructure and Services,41,20,Mexico
MX,MEX,160,2009,2786581,Other Social Infrastructure and Services,47,25,Mexico
MX,MEX,160,2010,4194268,Other Social Infrastructure and Services,40,24,Mexico
MX,MEX,220,2005,370000,Communications,2,2,Mexico
MX,MEX,220,2007,563000,Communications,4,2,Mexico
MX,MEX,220,2008,360708,Communications,3,3,Mexico
MX,MEX,220,2009,214150,Communications,3,2,Mexico
MX,MEX,220,2010,540000,Communications,2,2,Mexico
MX,MEX,240,2005,245000,Banking and Financial Services,2,2,Mexico
MX,MEX,240,2006,115000,Banking and Financial Services,2,2,Mexico
MX,MEX,240,2007,465000,Banking and Financial Services,2,2,Mexico
MX,MEX,240,2008,3584983,Banking and Financial Services,1,1,Mexico
MX,MEX,240,2009,300000,Banking and Financial Services,1,1,Mexico
MX,MEX,240,2010,3950757,Banking and Financial Services,2,1,Mexico
MX,MEX,250,2005,520000,Business and Other Services,6,3,Mexico
MX,MEX,250,2006,698000,Business and Other Services,6,2,Mexico
MX,MEX,250,2007,485000,Business and Other Services,4,2,Mexico
MX,MEX,250,2008,432350,Business and Other Services,7,4,Mexico
MX,MEX,250,2009,963169,Business and Other Services,11,6,Mexico
MX,MEX,250,2010,1288050,Business and Other Services,10,9,Mexico
MX,MEX,310,2005,3118525,"Agriculture, Forestry, Fishing",7,4,Mexico
MX,MEX,310,2006,7169185,"Agriculture, Forestry, Fishing",5,4,Mexico
MX,MEX,310,2007,45228906,"Agriculture, Forestry, Fishing",11,7,Mexico
MX,MEX,310,2008,706435,"Agriculture, Forestry, Fishing",16,6,Mexico
MX,MEX,310,2009,1980900,"Agriculture, Forestry, Fishing",15,7,Mexico
MX,MEX,310,2010,2382500,"Agriculture, Forestry, Fishing",16,8,Mexico
MX,MEX,410,2005,3186253,General environmental protection Non-sector specific,21,9,Mexico
MX,MEX,410,2006,6327168,General environmental protection Non-sector specific,19,9,Mexico
MX,MEX,410,2007,2374070,General environmental protection Non-sector specific,20,6,Mexico
MX,MEX,410,2008,15125716,General environmental protection Non-sector specific,44,16,Mexico
MX,MEX,410,2009,20086794,General environmental protection Non-sector specific,56,21,Mexico
MX,MEX,410,2010,10224261,General environmental protection Non-sector specific,53,21,Mexico
MX,MEX,420,2005,391000,Women (in Development),5,3,Mexico
MX,MEX,420,2007,940000,Women (in Development),6,4,Mexico
MX,MEX,420,2008,400750,Women (in Development),6,4,Mexico
MX,MEX,420,2009,3190600,Women (in Development),10,4,Mexico
MX,MEX,420,2010,2910300,Women (in Development),9,5,Mexico
MX,MEX,430,2005,3148465,Other Multisector/Cross-cutting,19,7,Mexico
MX,MEX,430,2006,6039878,Other Multisector/Cross-cutting,18,9,Mexico
MX,MEX,430,2007,2693362,Other Multisector/Cross-cutting,13,8,Mexico
MX,MEX,430,2008,5067984,Other Multisector/Cross-cutting,29,17,Mexico
MX,MEX,430,2009,3742606,Other Multisector/Cross-cutting,44,29,Mexico
MX,MEX,430,2010,4500481,Other Multisector/Cross-cutting,21,13,Mexico
MX,MEX,520,2008,88115,Developmental food aid/Food security assistance,1,1,Mexico
MX,MEX,520,2009,38000,Developmental food aid/Food security assistance,2,2,Mexico
MX,MEX,520,2010,35000,Developmental food aid/Food security assistance,1,1,Mexico
MX,MEX,700,2005,33700,Humanitarian Aid (Including Reconstruction and Recovery),2,2,Mexico
MX,MEX,700,2006,1425099,Humanitarian Aid (Including Reconstruction and Recovery),8,3,Mexico
MX,MEX,700,2007,190000,Humanitarian Aid (Including Reconstruction and Recovery),3,3,Mexico
MX,MEX,700,2008,280000,Humanitarian Aid (Including Reconstruction and Recovery),6,5,Mexico
MX,MEX,700,2009,65000,Humanitarian Aid (Including Reconstruction and Recovery),4,3,Mexico
MX,MEX,700,2010,1239603,Humanitarian Aid (Including Reconstruction and Recovery),12,9,Mexico
MX,MEX,920,2005,495000,Support to Non-Governmental Organizations(NGOs) and Government Organizations,5,4,Mexico
MX,MEX,920,2006,948000,Support to Non-Governmental Organizations(NGOs) and Government Organizations,7,5,Mexico
MX,MEX,920,2007,355000,Support to Non-Governmental Organizations(NGOs) and Government Organizations,3,3,Mexico
MX,MEX,920,2008,1188500,Support to Non-Governmental Organizations(NGOs) and Government Organizations,7,6,Mexico
MX,MEX,920,2009,2555115,Support to Non-Governmental Organizations(NGOs) and Government Organizations,9,7,Mexico
MX,MEX,920,2010,375000,Support to Non-Governmental Organizations(NGOs) and Government Organizations,2,2,Mexico
MX,MEX,930,2005,1241000,Refugees,9,2,Mexico
MX,MEX,930,2006,1165158,Refugees,8,3,Mexico
MX,MEX,930,2007,350000,Refugees,2,2,Mexico
MX,MEX,930,2008,115000,Refugees,2,2,Mexico
MX,MEX,930,2009,3727500,Refugees,14,3,Mexico
MX,MEX,930,2010,2747000,Refugees,15,2,Mexico
MX,MEX,998,2005,210000,Unallocated/Unspecified,3,3,Mexico
MX,MEX,998,2007,530000,Unallocated/Unspecified,5,4,Mexico
MX,MEX,998,2008,550000,Unallocated/Unspecified,3,2,Mexico
MX,MEX,998,2009,45000,Unallocated/Unspecified,1,1,Mexico
MX,MEX,998,2010,272500,Unallocated/Unspecified,2,2,Mexico
MY,MYS,110,2009,375808,Education,14,1,Malaysia
MY,MYS,120,2005,15000,Health,1,1,Malaysia
MY,MYS,120,2008,137333,Health,3,3,Malaysia
MY,MYS,130,2005,550000,Population Policies/Programmes and Reproductive Health,3,2,Malaysia
MY,MYS,130,2006,1401630,Population Policies/Programmes and Reproductive Health,6,3,Malaysia
MY,MYS,130,2007,250000,Population Policies/Programmes and Reproductive Health,1,1,Malaysia
MY,MYS,130,2008,340000,Population Policies/Programmes and Reproductive Health,1,1,Malaysia
MY,MYS,130,2010,100000,Population Policies/Programmes and Reproductive Health,1,1,Malaysia
MY,MYS,150,2005,510000,Government and Civil Society,3,1,Malaysia
MY,MYS,150,2006,600000,Government and Civil Society,1,1,Malaysia
MY,MYS,150,2007,60500,Government and Civil Society,1,1,Malaysia
MY,MYS,150,2008,850000,Government and Civil Society,3,3,Malaysia
MY,MYS,160,2005,20000,Other Social Infrastructure and Services,1,1,Malaysia
MY,MYS,160,2006,103470,Other Social Infrastructure and Services,4,3,Malaysia
MY,MYS,160,2007,69213,Other Social Infrastructure and Services,2,2,Malaysia
MY,MYS,160,2008,302026,Other Social Infrastructure and Services,5,4,Malaysia
MY,MYS,160,2009,171386,Other Social Infrastructure and Services,6,4,Malaysia
MY,MYS,250,2009,208000,Business and Other Services,2,1,Malaysia
MY,MYS,250,2010,208000,Business and Other Services,2,1,Malaysia
MY,MYS,330,2006,650000,Trade and Tourism,2,2,Malaysia
MY,MYS,410,2006,13500,General environmental protection Non-sector specific,1,1,Malaysia
MY,MYS,410,2007,25000,General environmental protection Non-sector specific,1,1,Malaysia
MY,MYS,410,2008,250000,General environmental protection Non-sector specific,2,2,Malaysia
MY,MYS,410,2009,441521,General environmental protection Non-sector specific,3,3,Malaysia
MY,MYS,410,2010,150000,General environmental protection Non-sector specific,1,1,Malaysia
MY,MYS,420,2005,141600,Women (in Development),2,2,Malaysia
MY,MYS,420,2006,78300,Women (in Development),2,2,Malaysia
MY,MYS,420,2008,400000,Women (in Development),1,1,Malaysia
MY,MYS,430,2005,10000,Other Multisector/Cross-cutting,1,1,Malaysia
MY,MYS,430,2007,1175000,Other Multisector/Cross-cutting,8,4,Malaysia
MY,MYS,430,2008,231000,Other Multisector/Cross-cutting,3,2,Malaysia
MY,MYS,430,2009,270400,Other Multisector/Cross-cutting,2,2,Malaysia
MY,MYS,700,2005,315000,Humanitarian Aid (Including Reconstruction and Recovery),3,2,Malaysia
MY,MYS,700,2008,111000,Humanitarian Aid (Including Reconstruction and Recovery),3,1,Malaysia
MZ,MOZ,110,2005,600000,Education,1,1,Mozambique
MZ,MOZ,110,2006,90000,Education,1,1,Mozambique
MZ,MOZ,110,2007,2993000,Education,3,2,Mozambique
MZ,MOZ,120,2005,357000,Health,2,1,Mozambique
MZ,MOZ,120,2006,950000,Health,3,1,Mozambique
MZ,MOZ,120,2008,732800,Health,3,2,Mozambique
MZ,MOZ,120,2009,20434510,Health,6,5,Mozambique
MZ,MOZ,120,2010,2038716,Health,1,1,Mozambique
MZ,MOZ,130,2010,100000,Population Policies/Programmes and Reproductive Health,1,1,Mozambique
MZ,MOZ,140,2008,95000,Water Supply and Sanitation,1,1,Mozambique
MZ,MOZ,150,2006,650000,Government and Civil Society,2,1,Mozambique
MZ,MOZ,150,2007,3600000,Government and Civil Society,2,2,Mozambique
MZ,MOZ,150,2010,450000,Government and Civil Society,3,1,Mozambique
MZ,MOZ,160,2005,10000,Other Social Infrastructure and Services,1,1,Mozambique
MZ,MOZ,160,2006,310000,Other Social Infrastructure and Services,2,2,Mozambique
MZ,MOZ,160,2007,995000,Other Social Infrastructure and Services,3,1,Mozambique
MZ,MOZ,160,2008,450000,Other Social Infrastructure and Services,1,1,Mozambique
MZ,MOZ,160,2009,250000,Other Social Infrastructure and Services,1,1,Mozambique
MZ,MOZ,160,2010,8965462,Other Social Infrastructure and Services,2,2,Mozambique
MZ,MOZ,240,2010,2600000,Banking and Financial Services,1,1,Mozambique
MZ,MOZ,250,2007,1870000,Business and Other Services,2,2,Mozambique
MZ,MOZ,250,2008,272000,Business and Other Services,2,1,Mozambique
MZ,MOZ,250,2009,300000,Business and Other Services,1,1,Mozambique
MZ,MOZ,250,2010,200000,Business and Other Services,1,1,Mozambique
MZ,MOZ,310,2005,750107,"Agriculture, Forestry, Fishing",3,2,Mozambique
MZ,MOZ,310,2006,550000,"Agriculture, Forestry, Fishing",2,2,Mozambique
MZ,MOZ,310,2007,390000,"Agriculture, Forestry, Fishing",1,1,Mozambique
MZ,MOZ,310,2008,250000,"Agriculture, Forestry, Fishing",1,1,Mozambique
MZ,MOZ,310,2009,900150,"Agriculture, Forestry, Fishing",1,1,Mozambique
MZ,MOZ,310,2010,15009223,"Agriculture, Forestry, Fishing",11,4,Mozambique
MZ,MOZ,330,2009,624000,Trade and Tourism,2,1,Mozambique
MZ,MOZ,410,2005,665000,General environmental protection Non-sector specific,3,1,Mozambique
MZ,MOZ,410,2007,220000,General environmental protection Non-sector specific,1,1,Mozambique
MZ,MOZ,410,2008,95000,General environmental protection Non-sector specific,1,1,Mozambique
MZ,MOZ,410,2009,250000,General environmental protection Non-sector specific,1,1,Mozambique
MZ,MOZ,430,2005,520000,Other Multisector/Cross-cutting,2,1,Mozambique
MZ,MOZ,430,2006,2029600,Other Multisector/Cross-cutting,3,1,Mozambique
MZ,MOZ,430,2007,2350000,Other Multisector/Cross-cutting,1,1,Mozambique
MZ,MOZ,430,2008,946000,Other Multisector/Cross-cutting,4,3,Mozambique
MZ,MOZ,430,2009,1178908,Other Multisector/Cross-cutting,3,2,Mozambique
MZ,MOZ,430,2010,315000,Other Multisector/Cross-cutting,3,3,Mozambique
MZ,MOZ,700,2009,120000,Humanitarian Aid (Including Reconstruction and Recovery),2,2,Mozambique
NA,NAM,110,2010,89436,Education,1,1,Namibia
NA,NAM,120,2005,239588,Health,4,1,Namibia
NA,NAM,120,2006,19919,Health,1,1,Namibia
NA,NAM,120,2008,75000,Health,1,1,Namibia
NA,NAM,120,2009,225755,Health,2,2,Namibia
NA,NAM,130,2009,600000,Population Policies/Programmes and Reproductive Health,1,1,Namibia
NA,NAM,150,2005,148000,Government and Civil Society,1,1,Namibia
NA,NAM,150,2006,445000,Government and Civil Society,4,3,Namibia
NA,NAM,150,2007,350000,Government and Civil Society,2,1,Namibia
NA,NAM,150,2008,202000,Government and Civil Society,2,1,Namibia
NA,NAM,150,2009,700000,Government and Civil Society,3,2,Namibia
NA,NAM,410,2005,80000,General environmental protection Non-sector specific,1,1,Namibia
NA,NAM,410,2007,25000,General environmental protection Non-sector specific,1,1,Namibia
NA,NAM,410,2009,696667,General environmental protection Non-sector specific,4,3,Namibia
NA,NAM,410,2010,125000,General environmental protection Non-sector specific,2,2,Namibia
NA,NAM,430,2005,250000,Other Multisector/Cross-cutting,1,1,Namibia
NA,NAM,430,2007,300000,Other Multisector/Cross-cutting,1,1,Namibia
NA,NAM,430,2010,7029460,Other Multisector/Cross-cutting,1,1,Namibia
NA,NAM,920,2008,100000,Support to Non-Governmental Organizations(NGOs) and Government Organizations,1,1,Namibia
NA,NAM,998,2009,120000,Unallocated/Unspecified,1,1,Namibia
NE,NER,110,2007,20000,Education,1,1,Niger
NE,NER,110,2010,15000,Education,1,1,Niger
NE,NER,120,2009,1769810,Health,5,4,Niger
NE,NER,120,2010,1000000,Health,1,1,Niger
NE,NER,140,2009,5371487,Water Supply and Sanitation,1,1,Niger
NE,NER,160,2007,50000,Other Social Infrastructure and Services,3,1,Niger
NE,NER,160,2008,123589,Other Social Infrastructure and Services,1,1,Niger
NE,NER,250,2010,4297442,Business and Other Services,1,1,Niger
NE,NER,310,2008,47700,"Agriculture, Forestry, Fishing",1,1,Niger
NE,NER,310,2009,813000,"Agriculture, Forestry, Fishing",6,2,Niger
NE,NER,310,2010,1079000,"Agriculture, Forestry, Fishing",4,1,Niger
NE,NER,420,2010,22026,Women (in Development),1,1,Niger
NE,NER,430,2009,197920,Other Multisector/Cross-cutting,2,2,Niger
NE,NER,700,2009,50000,Humanitarian Aid (Including Reconstruction and Recovery),1,1,Niger
NE,NER,700,2010,1040959,Humanitarian Aid (Including Reconstruction and Recovery),3,2,Niger
NE,NER,998,2006,240000,Unallocated/Unspecified,1,1,Niger
NG,NGA,110,2005,1451875,Education,9,6,Nigeria
NG,NGA,110,2006,8435000,Education,12,6,Nigeria
NG,NGA,110,2007,10925000,Education,9,4,Nigeria
NG,NGA,110,2008,2745000,Education,9,4,Nigeria
NG,NGA,110,2009,6910800,Education,22,9,Nigeria
NG,NGA,110,2010,1145000,Education,4,3,Nigeria
NG,NGA,120,2005,1360000,Health,7,2,Nigeria
NG,NGA,120,2006,1255500,Health,5,3,Nigeria
NG,NGA,120,2007,2460296,Health,10,4,Nigeria
NG,NGA,120,2008,1625000,Health,7,3,Nigeria
NG,NGA,120,2009,6886135,Health,13,6,Nigeria
NG,NGA,120,2010,134381653,Health,12,3,Nigeria
NG,NGA,130,2005,2760000,Population Policies/Programmes and Reproductive Health,10,3,Nigeria
NG,NGA,130,2006,4686000,Population Policies/Programmes and Reproductive Health,18,3,Nigeria
NG,NGA,130,2007,5280396,Population Policies/Programmes and Reproductive Health,18,3,Nigeria
NG,NGA,130,2008,2918250,Population Policies/Programmes and Reproductive Health,10,3,Nigeria
NG,NGA,130,2009,56451082,Population Policies/Programmes and Reproductive Health,23,4,Nigeria
NG,NGA,130,2010,25594192,Population Policies/Programmes and Reproductive Health,22,4,Nigeria
NG,NGA,140,2006,17000,Water Supply and Sanitation,1,1,Nigeria
NG,NGA,140,2008,25000,Water Supply and Sanitation,1,1,Nigeria
NG,NGA,150,2005,1620000,Government and Civil Society,7,3,Nigeria
NG,NGA,150,2006,3212280,Government and Civil Society,11,2,Nigeria
NG,NGA,150,2007,4099000,Government and Civil Society,12,2,Nigeria
NG,NGA,150,2008,4892040,Government and Civil Society,15,3,Nigeria
NG,NGA,150,2009,4150000,Government and Civil Society,11,3,Nigeria
NG,NGA,150,2010,4134000,Government and Civil Society,12,2,Nigeria
NG,NGA,160,2005,1211000,Other Social Infrastructure and Services,15,3,Nigeria
NG,NGA,160,2006,1139800,Other Social Infrastructure and Services,13,4,Nigeria
NG,NGA,160,2007,669000,Other Social Infrastructure and Services,13,4,Nigeria
NG,NGA,160,2008,2288750,Other Social Infrastructure and Services,14,5,Nigeria
NG,NGA,160,2009,619478,Other Social Infrastructure and Services,16,8,Nigeria
NG,NGA,160,2010,2667000,Other Social Infrastructure and Services,11,6,Nigeria
NG,NGA,220,2005,640000,Communications,3,2,Nigeria
NG,NGA,220,2008,466380,Communications,1,1,Nigeria
NG,NGA,220,2009,210000,Communications,1,1,Nigeria
NG,NGA,240,2009,3485172,Banking and Financial Services,1,1,Nigeria
NG,NGA,250,2005,1801380,Business and Other Services,4,2,Nigeria
NG,NGA,250,2006,811000,Business and Other Services,2,1,Nigeria
NG,NGA,250,2007,1254272,Business and Other Services,2,1,Nigeria
NG,NGA,250,2008,198126,Business and Other Services,1,1,Nigeria
NG,NGA,250,2009,1639000,Business and Other Services,8,3,Nigeria
NG,NGA,250,2010,7156792,Business and Other Services,6,3,Nigeria
NG,NGA,310,2005,856750,"Agriculture, Forestry, Fishing",4,1,Nigeria
NG,NGA,310,2006,273243,"Agriculture, Forestry, Fishing",3,3,Nigeria
NG,NGA,310,2007,599800,"Agriculture, Forestry, Fishing",1,1,Nigeria
NG,NGA,310,2008,74871,"Agriculture, Forestry, Fishing",1,1,Nigeria
NG,NGA,310,2009,150000,"Agriculture, Forestry, Fishing",1,1,Nigeria
NG,NGA,310,2010,1502460,"Agriculture, Forestry, Fishing",2,2,Nigeria
NG,NGA,410,2005,150000,General environmental protection Non-sector specific,1,1,Nigeria
NG,NGA,410,2008,383889,General environmental protection Non-sector specific,3,2,Nigeria
NG,NGA,410,2009,238420,General environmental protection Non-sector specific,2,2,Nigeria
NG,NGA,410,2010,1414630,General environmental protection Non-sector specific,3,2,Nigeria
NG,NGA,420,2005,250000,Women (in Development),1,1,Nigeria
NG,NGA,420,2006,300000,Women (in Development),1,1,Nigeria
NG,NGA,420,2008,400000,Women (in Development),2,1,Nigeria
NG,NGA,420,2010,750000,Women (in Development),2,2,Nigeria
NG,NGA,430,2005,400000,Other Multisector/Cross-cutting,3,2,Nigeria
NG,NGA,430,2006,308000,Other Multisector/Cross-cutting,1,1,Nigeria
NG,NGA,430,2007,435800,Other Multisector/Cross-cutting,4,3,Nigeria
NG,NGA,430,2008,900000,Other Multisector/Cross-cutting,4,2,Nigeria
NG,NGA,430,2009,1666786,Other Multisector/Cross-cutting,4,3,Nigeria
NG,NGA,430,2010,3420650,Other Multisector/Cross-cutting,4,2,Nigeria
NG,NGA,520,2010,563800,Developmental food aid/Food security assistance,2,1,Nigeria
NG,NGA,700,2009,330000,Humanitarian Aid (Including Reconstruction and Recovery),1,1,Nigeria
NG,NGA,700,2010,56873,Humanitarian Aid (Including Reconstruction and Recovery),1,1,Nigeria
NG,NGA,930,2008,242000,Refugees,1,1,Nigeria
NG,NGA,998,2006,569500,Unallocated/Unspecified,1,1,Nigeria
NG,NGA,998,2007,150000,Unallocated/Unspecified,1,1,Nigeria
