"project_id"	"source_id"	"headline"	"agency"	"date"
729	1598	"Chinese To Invest $1.5B Updating Ethiopian Phone Network"	"Dow Jones International News"	"14 September 2006"
786	1719	"Chinese to invest millions in Guinea Bissau phones"	"Agence France Presse"	"16 October 2008"
788	1720	"Chinese to invest millions in Guinea Bissau phones"	"Agence France Presse"	"16 October 2008"
789	1721	"Chinese to Invest US$48.5 mil. in Bissau-Guinean Telecoms Sector"	"Global Insight Daily Analysis"	"17 October 2008"
790	1722	"Chinese to Invest US$48.5 mil. in Bissau-Guinean Telecoms Sector"	"Global Insight Daily Analysis"	"17 October 2008"
786	1718	"Chinese to Invest US$48.5 mil. in Bissau-Guinean Telecoms Sector"	"Global Insight Daily Analysis"	"17 October 2008"
2319	4487	"Chinese to Pump U.S. $150 Million Into LCM Rehab"	"All Africa"	"10 December 2009"
2322	4492	"Chinese to Pump U.S. $150 Million Into LCM Rehab"	"All Africa"	"10 December 2009"
20781	6287	"Chinese Tobacco Firms Donate to Home"	"All Africa"	"7 December 2009"
12616	5049	"Chinese tractors, military uniforms for Central African Republic"	"Agence France Presse"	"7 December 2005"
380	907	"Chinese tractors, military uniforms for Central African Republic"	"Agence France Presse"	"7 December 2005"
308	761	"Chinese trade minister signs agreement offering assistance to Cameroon."	"BBC Monitoring Asia Pacific - Political"	"16 June 2000"
2142	4190	"Chinese troops pour into Sudan to fight rebels: China National Petroleum has stake in oilfields"	"National Post"	"28 August 2000"
2364	4560	"Chinese Vice Foreign Minister Zhai Jun to visit Guinea 5 July"	"BBC Monitoring Africa"	"5 July 2007"
2363	4558	"Chinese Vice Foreign Minister Zhai Jun to visit Guinea 5 July"	"BBC Monitoring Africa"	"5 July 2007"
2362	4555	"Chinese Vice Foreign Minister Zhai Jun to visit Guinea 5 July"	"BBC Monitoring Africa"	"5 July 2007"
16076	5414	"Chinese Vice-Premier Li Lanqing holds talks in South Africa."	"BBC Monitoring Asia Pacific"	"21 January 2003"
1080	2227	"Chinese vice-premier, Malian presidential envoy discuss cooperation."	"BBC Monitoring Asia Pacific - Political"	"17 May 2002"
1314	2691	"Chinese Visit Yields Millions"	"All Africa"	"7 February 2007"
11419	4893	"Chinese Visit Yields Millions"	"All Africa"	"7 February 2007"
11472	4910	"Chinese Visit Yields Millions"	"All Africa"	"7 February 2007"
1315	2692	"Chinese Visit Yields Millions"	"All Africa"	"7 February 2007"
1316	2694	"Chinese Visit Yields Millions"	"All Africa"	"7 February 2007"
11439	4899	"Chinese Visit Yields Millions"	"All Africa"	"7 February 2007"
11453	4904	"Chinese Visit Yields Millions"	"All Africa"	"7 February 2007"
1378	2785	"Chinese volunteers arrive to give free service to Ethiopia"	"BBC Monitoring Africa"	"7 July 2009"
1662	3315	"Chinese Women Donate U.S. $36,000 Materials"	"All Africa"	"28 March 2008"
19052	5949	"Chinese youth volunteers in Zimbabwe for exchange program"	"Xinhua News Agency"	"24 January 2007"
1216	2515	"Chinese-backed pipe mill starts up in Mozambique"	"www.steelbb.com [http://www.steelbb.com]"	"29 July 2009"
54	127	"Chinese-Backed Road-Building Project to Begin in Northern Angola"	"Global Insight Daily Analysis"	"1 September 2005"
61	141	"Chinese-Backed Road-Building Project to Begin in Northern Angola"	"Global Insight Daily Analysis"	"1 September 2005"
1933	3802	"Chinese-built defence college to open in Tanzanian capital"	"BBC Monitoring Africa"	"8 January 2011"
553	1287	"Chinese-built hospital handed over to Eritrea."	"Xinhua News Agency"	"31 May 2003"
1110	2299	"Chinese-Funded Transportation Infrastructure Upgrade Launched in Kenyan Capital"	"Global Insight Daily Analysis"	"27 April 2007"
336	819	"Chinese, Botswana presidents discuss ties, cooperation."	"BBC Monitoring Asia Pacific - Political"	"12 June 2000"
275	705	"Chinese, Cameroonian premiers sign cooperation agreements."	"BBC Monitoring Asia Pacific - Political"	"31 August 2002"
278	709	"Chinese, Cameroonian premiers sign cooperation agreements."	"BBC Monitoring Asia Pacific - Political"	"31 August 2002"
394	933	"Chinese, Comoros presidents sign economic, medical cooperation agreements."	"BBC Monitoring Asia Pacific"	"18 June 2003"
393	931	"Chinese, Comoros presidents sign economic, medical cooperation agreements."	"BBC Monitoring Asia Pacific"	"18 June 2003"
696	1538	"Chinese, Cote d'Ivoire presidents holds talks, sign agreements."	"BBC Monitoring Africa - Political"	"24 April 2002"
698	1541	"Chinese, Cote d'Ivoire presidents holds talks, sign agreements."	"BBC Monitoring Africa - Political"	"24 April 2002"
697	1540	"Chinese, Cote d'Ivoire presidents holds talks, sign agreements."	"BBC Monitoring Africa - Political"	"24 April 2002"
419	982	"Chinese, Djibouti presidents sign cooperation accords."	"BBC Monitoring Service: Asia-Pacific"	"23 March 2001"
405	955	"Chinese, Djibouti presidents sign cooperation accords."	"BBC Monitoring Service: Asia-Pacific"	"23 March 2001"
442	1044	"Chinese, Egyptian leaders begin talks on trade, peace process =(PICTURES)= ATTENTION - ADDS statement, background ///"	"Agence France-Presse"	"17 April 2000"
440	1033	"Chinese, Egyptian leaders begin talks on trade, peace process =(PICTURES)= ATTENTION - ADDS statement, background ///"	"Agence France-Presse"	"17 April 2000"
894	1907	"Chinese, Guinea-Bissau leaders discuss boosting friendship, cooperation"	"BBC Monitoring Asia Pacific"	"1 November 2006"
1261	2590	"Chinese, Namibian presidents meet in Beijing"	"BBC Monitoring Asia Pacific"	"20 July 2004"
1262	2591	"Chinese, Namibian presidents meet in Beijing"	"BBC Monitoring Asia Pacific"	"20 July 2004"
10958	4859	"Chinese, Namibian presidents meet in Beijing"	"BBC Monitoring Asia Pacific"	"20 July 2004"
27393	6893	"Chinese, Niger Presidents Hail Bilateral Ties (3)."	"Xinhua News Agency"	"5 June 2001"
2380	4596	"Chinese, Niger Presidents Hail Bilateral Ties (3)."	"Xinhua News Agency"	"5 June 2001"
16158	5426	"Chinese, South African cities forge sister-city ties"	"Xinhua News Agency"	"13 April 2005"
23695	6707	"Chinese, Tunisian Presidents Hold Talks in Tunis."		"16 April 2002"
812	1763	"CHRONOLOGY-Chinese-African deals"	"Reuters News"	"22 May 2006"
16174	5431	"CHRONOLOGY-Chinese-African trade relations"	"Reuters News"	"14 December 2005"
1711	3408	"CHRONOLOGY-Chinese-African trade relations"	"Reuters News"	"14 December 2005"
561	1298	"CHRONOLOGY-Some Major deals between China and Africa"	"Reuters News"	"5 November 2006"
1396	2818	"CIC to Back Mining Fund to Develop Ethiopian Mine"	"Greater China Private Equity Review Daily"	"29 March 2010"
1276	2623	"Circle Oil Signs Namibian License Deal With China Shine"	"Dow Jones International News"	"28 January 2005"
154	387	"CNMC invests US$100 mln in copper mine in Zambia"	"China Knowledge Press"	"30 October 2007"
2310	4469	"CNMC invests US$100 mln in copper mine in Zambia"	"China Knowledge Press"	"30 October 2007"
2329	4503	"CNMC to invest US$600 mln in Zambia"	"China Knowledge Press"	"15 April 2010"
1836	3631	"CNOOC announces early start-up of OML130 in Nigeria"	"Xinhua News Agency"	"9 March 2009"
196	537	"CNOOC announces early start-up of OML130 in Nigeria"	"Xinhua News Agency"	"9 March 2009"
14418	5235	"CNOOC approved to exploit oil and gas in Uganda"	"China Industry Daily News"	"8 July 2010"
1069	2211	"CNOOC in talks to explore Anza"	"www.upstreamonline.com [http://www.upstreamonline.com]"	"10 June 2005"
1836	3632	"CNOOC In Talks With Nigeria Over Offshore Oil Blocks Deal"	"Dow Jones International News"	"6 August 2006"
14418	5236	"CNOOC in the Frame to Partner Tullow in Uganda, Ending Long Wait"	"IHS Global Insight Daily Analysis"	"5 February 2010"
14668	5251	"CNOOC intends to build first oil refinery in Uganda"	"China Industry Daily News"	"28 October 2010"
1069	2209	"CNOOC Returns Kenya Blocks"	"International Oil Daily"	"1 August 2007"
1770	3524	"CNOOC zeroes in on oil prospect off Tanzania"	"www.upstreamonline.com [http://www.upstreamonline.com]"	"30 June 2006"
1649	3291	"CNPC COMPLETES CONSTRUCTION OF OIL &amp; GAS PIPELINE IN LIBYA."	"Interfax China Business News"	"8 December 2003"
137	335	"CNPC Drills Duster in Niger"	"International Oil Daily"	"2 March 2007"
15144	5297	"CNPC Drills Duster in Niger"	"International Oil Daily"	"2 March 2007"
2400	4636	"CNPC Inks Sudan Aid Deals"	"International Oil Daily"	"5 February 2007"
2401	4637	"CNPC Inks Sudan Aid Deals"	"International Oil Daily"	"5 February 2007"
2459	4748	"CNPC Nile Company signs an agreement on public welfare donations"	"ENP Newswire"	"24 November 2010"
1827	3618	"CNPC Plans to Acquire Nigeria Refinery for USD2bn"	"SinoCast China Business Daily News (Abstracts)"	"29 May 2006"
15169	5298	"CNPC Spuds Second Well in Niger"	"Global Insight Daily Analysis"	"11 April 2007"
137	336	"CNPC Spuds Second Well in Niger"	"Global Insight Daily Analysis"	"11 April 2007"
2393	4623	"CNPC tees up two wells on Niger play"	"www.upstreamonline.com [http://www.upstreamonline.com]"	"6 January 2006"
137	337	"CNPC tees up two wells on Niger play"	"www.upstreamonline.com [http://www.upstreamonline.com]"	"6 January 2006"
917	1943	"CNPC,Madagascar Petroleum To Explore Madagascar Oil Field"	"Dow Jones International News"	"23 February 2006"
2137	4174	"CNPC's refinery in Niger operates with Agedam oil pipeline on stream"	"Xinhua's China Economic Information Service""http://www.cnpc.com.cn/cn/ [http://www.cnpc.com.cn/cn/]"	"10 October 2011"
2175	4247	"Co-operation pact signed with Togo"	"Industry Updates"	"14 February 2006"
18513	5845	"Coal Production to Be Boosted Before End of Year in Zimbabwe"	"Global Insight Daily Analysis"	"9 October 2006"
16335	5472	"Coal-to-oil deal with South Africa will cut imports - Agreement should lead to output of 80,000 barrels a day"	"South China Morning Post"	"23 June 2006"
823	1785	"Come Back Home, President Tells Exiled Doctors"	"All Africa"	"25 November 2010"
25632	6852	"Come Back Home, President Tells Exiled Doctors"	"All Africa"	"25 November 2010"
856	1849	"Comium awards USD 29 mln network deal to China Telecom unit"	"Telecompaper Africa"	"15 June 2010"
1410	2844	"Committee to Rescue Ghana Railway Company (GRC)."	"All Africa"	"14 July 2003"
402	950	"Comoros presidential palace renovated by China"	"BBC Monitoring Africa"	"30 January 2006"
408	962	"Comoros receives 3.3m dollars in aid from China"	"BBC Monitoring Africa"	"18 December 2007"
390	925	"Comoros, China sign 1.3 billion Comoran franc agreement."	"BBC Monitoring Africa - Political"	"29 December 2001"
389	924	"Comoros, China sign cooperation agreement."	"BBC Monitoring Africa - Political"	"7 August 2000"
1645	3278	"Company Finance Alert - Chinese Bank To Loan US$23mn For Nigerian Network Expansion"	"Emerging Markets Daily News"	"22 November 2005"
1801	3571	"Company Finance Alert - Nigerian Fixed Wireless Operator Receives Huawei Facilitated Bank Loan"	"Emerging Markets Daily News"	"31 January 2006"
18777	5888	"Confucius Institute founded at University of Zimbabwe"	"Xinhua News Agency"	"30 August 2006"
1457	2920	"Confucius Institute signs agreement with two Ethiopian universities to establish Chinese language centers"	"Xinhua News Agency"	"10 November 2011"
461	1088	"Congo inks growth funding deal with Chinese bank"	"Reuters News"	"29 March 2011"
326	800	"Congo, China sign military cooperation accord"	"Agence France-Presse"	"24 June 2000"
16688	5545	"Construction - Zimbabwean cement industry in crisis"	"Economist Intelligence Unit - Business Africa"	"16 February 2003"
1110	2295	"Construction of Crucial Highway Finally Begins"	"All Africa"	"1 May 2008"
7	16	"Construction on Benin's Chinese Economy and Trade Development Center Starts"	"China Industry Daily News""www.chinainfoworld.com [http://www.chinainfoworld.com]"	"5 May 2008"
2397	4627	"Contact group on Guinea asks regional body to set up ""protective mission"""	"BBC Monitoring Africa"	"14 October 2009"
2425	4693	"Contract News - Great Wall Wins Libyan Pick-Up Contract"	"BMI Industry Insights - Automotives, Middle East &amp; Africa"	"19 March 2009"
1379	2787	"CORRECTED - China, Ethiopia sign 1.9 bln euro hydro power deal"	"Reuters News"	"15 July 2009"
702	1547	"Cote d'Ivoire-China cooperation has huge potential: President"	"Xinhua News Agency"	"30 September 2006"
714	1572	"Cote d'Ivoire, China sign three economic, technical cooperation agreements"	"Xinhua News Agency"	"9 November 2007"
715	1573	"Cote d'Ivoire, China sign three economic, technical cooperation agreements"	"Xinhua News Agency"	"9 November 2007"
2226	4314	"Council Chairman Explains Le500m Scandal."	"All Africa"	"27 August 2003"
1682	3361	"COUNCIL PROMOTES SINO-AFRICAN TIES"	"China Daily"	"18 November 2004"
16463	5498	"Country and China to Celebrate Decade of Diplomacy"	"All Africa"	"21 May 2007"
2014	3951	"Country Gets U.S.$37 Million From China"	"All Africa"	"3 August 2009"
2015	3953	"Country Gets U.S.$37 Million From China"	"All Africa"	"3 August 2009"
1271	2611	"Country Now Receives Sh960 Million From China"	"All Africa"	"12 July 2010"
1423	2869	"COUNTRY POWERS ITS WAY INTO NIGERIAN MARKETS."	"China Daily"	"28 March 2002"
173	451	"COUNTRY POWERS ITS WAY INTO NIGERIAN MARKETS."	"China Daily"	"28 March 2002"
1313	2687	"Country Reminisces On Chinese Generosity"	"All Africa"	"6 February 2007"
11380	4885	"Country Reminisces On Chinese Generosity"	"All Africa"	"6 February 2007"
1312	2686	"Country Reminisces On Chinese Generosity"	"All Africa"	"6 February 2007"
18167	5797	"Country Seals Economic Deals with China"	"All Africa"	"27 July 2005"
18160	5795	"Country Seals Economic Deals with China"	"All Africa"	"27 July 2005"
18184	5799	"Country Seals Economic Deals with China"	"All Africa"	"27 July 2005"
18174	5798	"Country Seals Economic Deals with China"	"All Africa"	"27 July 2005"
18190	5800	"Country Seals Economic Deals with China"	"All Africa"	"27 July 2005"
17584	5691	"Country Seals Economic Deals with China"	"All Africa"	"27 July 2005"
18560	5851	"Country Signs Mining And Power Deals With China"	"All Africa"	"15 June 2006"
18537	5848	"Country Signs Mining And Power Deals With China"	"All Africa"	"15 June 2006"
11431	4894	"Country to Get Cheap Computers"	"All Africa"	"10 December 2007"
15248	5311	"Country to Miss Digital Deadline"	"All Africa"	"1 September 2011"
1667	3324	"Country, China Sign MoU"	"All Africa"	"31 July 2008"
1984	3894	"Country, China Sign RWF 800 Million Deal"	"All Africa"	"24 November 2008"
19924	6085	"Country, China Sign U.S.$42m Loan Facility"	"All Africa"	"23 February 2008"
20216	6171	"Country, China Sign U.S.$42m Loan Facility"	"All Africa"	"23 February 2008"
27714	6912	"Country, China Sign U.S.$42m Loan Facility"	"All Africa"	"23 February 2008"
19193	5973	"Country, China Sign U.S.$42m Loan Facility"	"All Africa"	"23 February 2008"
19208	5984	"Country, China Sign U.S.$42m Loan Facility"	"All Africa"	"23 February 2008"
1674	3347	"Country, China Sign U.S.$9 Million Agreement"	"All Africa"	"31 December 2008"
20224	6179	"Country, China Ties Get Timely Boost"	"All Africa"	"27 April 2009"
20216	6178	"Country, China Ties Get Timely Boost"	"All Africa"	"27 April 2009"
1783	3540	"Country's $56 Million, 60,000 Stadium Finally Ready"	"All Africa"	"23 July 2007"
18319	5827	"Court Orders NSSA to Re-Tender $200bn Victoria Fal"	"All Africa"	"8 December 2005"
2348	4531	"CP Business Coverage Plans"	"The Canadian Press""www.accuconference.com  [http://www.accuconference.com]"	"18 May 2005"
1090	2246	"Daily HIV/Aids Report"	"All Africa"	"25 January 2008"
21758	6478	"Daily HIV/Aids Report"	"All Africa"	"25 January 2008"
244	640	"Dakar Gains from About-Face"	"Africa Energy Intelligence"	"5 July 2006"
1332	2715	"DBN Partners With China Development Bank"	"All Africa"	"26 May 2009"
2227	4315	"Deputy Defence Minister And Delegation Returns From China"	"All Africa"	"21 November 2003"
830	1809	"DEVELOPMENT: CHINA PUTS ITS STAMP ON MALAWI"	"Inter Press Service"	"20 April 2011"
832	1814	"DEVELOPMENT: CHINA PUTS ITS STAMP ON MALAWI"	"Inter Press Service"	"20 April 2011"
829	1808	"DEVELOPMENT: CHINA PUTS ITS STAMP ON MALAWI"	"Inter Press Service"	"20 April 2011"
831	1811	"DEVELOPMENT: CHINA PUTS ITS STAMP ON MALAWI"	"Inter Press Service"	"20 April 2011"
833	1815	"DEVELOPMENT: CHINA PUTS ITS STAMP ON MALAWI"	"Inter Press Service"	"20 April 2011"
828	1802	"DEVELOPMENT: CHINA PUTS ITS STAMP ON MALAWI"	"Inter Press Service"	"20 April 2011"
860	1855	"Dharni Sampda back at work in Bondoukou - MANGANESE"	"Africa Mining Intelligence"	"18 May 2011"
851	1841	"Dharni Sampda back at work in Bondoukou - MANGANESE"	"Africa Mining Intelligence"	"18 May 2011"
588	1342	"Digest of reports from Eritrea's Hadas Eritrea newspaper of 31 August"	"BBC Monitoring Africa"	"4 September 2010"
1633	3263	"DJ AT A GLANCE:China, Africa End Summit, Aim To Boost Trade"	"Dow Jones Commodities Service"	"5 November 2006"
11525	4929	"DJ Bellzone Agrees Multibillion Funding Package For Guinea Mine"	"Dow Jones Chinese Financial Wire"	"2 August 2010"
191	507	"DJ Chalco: To Form Chinese Conglomerate To Develop Simandou Iron Ore Project"	"Dow Jones Chinese Financial Wire"	"28 November 2011"
11513	4918	"DJ Chalco: To Form Chinese Conglomerate To Develop Simandou Iron Ore Project"	"Dow Jones Chinese Financial Wire"	"28 November 2011"
1425	2878	"DJ China Eyes Namibia Uranium As Its Nuclear Buildup Accelerates"	"Dow Jones Chinese Financial Wire"	"8 March 2011"
1815	3598	"DJ China Railway Builder, Nigeria Sign $8.3 Billion Deal"	"Dow Jones Chinese Financial Wire"	"5 November 2006"
15643	5357	"DJ China To Give Niger $95 Mln Uranium Mining Loan - Xinhua"	"Dow Jones Chinese Financial Wire""http://www.djnewsplus.com/access/al?rnd=9wJyqpDVRkP1dIKEQFegyw%3D%3D [http://www.djnewsplus.com/access/al?rnd=9wJyqpDVRkP1dIKEQFegyw%3D%3D]"	"19 March 2009"
15631	5355	"DJ China To Give Niger $95 Mln Uranium Mining Loan - Xinhua"	"Dow Jones Chinese Financial Wire""http://www.djnewsplus.com/access/al?rnd=9wJyqpDVRkP1dIKEQFegyw%3D%3D [http://www.djnewsplus.com/access/al?rnd=9wJyqpDVRkP1dIKEQFegyw%3D%3D]"	"19 March 2009"
16575	5522	"DJ China's CNPC Wins Bid To Explore Oil Block Offshore Libya"	"Dow Jones Chinese Financial Wire""http://www.mofcom.gov.cn  [http://www.mofcom.gov.cn]"	"12 December 2005"
16720	5555	"DJ South Africa, China Companies Agree On Banking, Energy Deals"	"Dow Jones Chinese Financial Wire"	"24 August 2010"
360	873	"Djibouti leader discusses ties with visiting Chinese official"	"BBC Monitoring Africa"	"28 January 2008"
16161	5428	"Domestic news items from Xinhua -- June 17"	"Xinhua News Agency"	"17 June 2005"
534	1239	"Domestic news items from Xinhua -- June 25"	"Xinhua News Agency"	"26 June 2004"
771	1684	"Domestic news items from Xinhua -- March 26"	"Xinhua News Agency"	"27 March 2008"
16169	5430	"Domestic news items from Xinhua -- Nov. 21"	"Xinhua News Agency"	"21 November 2005"
900	1916	"Donors Affirm Support of US$2.3 billion Over Four Year."	"All Africa"	"26 July 2002"
316	784	"Donors pledge $665 mln for Burundi reconstruction"	"Reuters News"	"25 May 2007"
320	790	"Donors Pledge US$655.6 mil. at Burundian Conference for 2007-10"	"Global Insight Daily Analysis"	"28 May 2007"
450	1075	"DRC, China unveil 'Marshall plan'"	"Mail &amp; Guardian Online"	"28 May 2008"
441	1043	"DRCongo Signs US$5-bil. Loan Agreement with China"	"Global Insight Daily Analysis"	"18 September 2007"
450	1056	"DRCongo Signs US$5-bil. Loan Agreement with China"	"Global Insight Daily Analysis"	"18 September 2007"
137	330	"Drilling to Start in Niger After Settlement of Permit Dispute"	"International Oil Daily"	"2 September 2004"
2388	4614	"Drilling to Start in Niger After Settlement of Permit Dispute"	"International Oil Daily"	"2 September 2004"
1252	2574	"Earthly Concerns Temper China's Dream of Joining Space-Faring Nations."	"KRTBN Knight-Ridder Tribune Business News: Chicago Tribune""http://www.chicago.tribune.com/ [http://www.chicago.tribune.com/]"	"3 January 2003"
2007	3936	"Ecobank Signs Pact With Bank of China"	"All Africa"	"3 August 2010"
890	1903	"Economic cooperation between China, Portuguese-speaking countries fruitful"	"Xinhua News Agency"	"27 February 2006"
868	1867	"ECOWAS to assist Cote d’Ivoire to access Chinese funding"	"APANEWS"	"30 August 2011"
436	1023	"Egypt and China deepen their trade relationship"	"The Wall Street Journal Europe"	"7 September 2006"
541	1256	"Egypt and China deepen their trade relationship"	"The Wall Street Journal Europe"	"7 September 2006"
504	1183	"Egypt Petroleum Plans to Cooperate with Sinopec"	"China Chemical Reporter"	"6 September 2004"
502	1178	"Egypt, China sign two cooperation agreements"	"BBC Monitoring Middle East"	"25 May 2004"
501	1175	"Egypt, China sign two cooperation agreements"	"BBC Monitoring Middle East"	"25 May 2004"
471	1104	"Egypt, China To Build Three $1.08 Mln Plants for Bricks from Rice Straw in Northern Egypt."	"Egyptian News Digest""www.algomhuria.net [http://www.algomhuria.net/]"	"8 October 2002"
563	1300	"Egypt, China to Increase Energy Projects"	"World Refining"	"24 March 2008"
599	1350	"Egypt, China to Increase Energy Projects"	"World Refining"	"24 March 2008"
600	1352	"Egypt, China to Increase Energy Projects"	"World Refining"	"24 March 2008"
504	1182	"Egypt, China to Increase Energy Projects"	"World Refining"	"24 March 2008"
538	1248	"Egypt, China to jointly build soda-ash factory south of Cairo"	"Xinhua News Agency"	"18 December 2006"
515	1203	"Egypt, China, Japan to Create JV in Egypt"	"SinoCast China Business Daily News (Abstracts)"	"17 December 2007"
499	1170	"Egypt: Chinese firms continue march into Africa"	"Middle East Economic Digest - (Quest Economic Database)"	"14 May 2004"
544	1265	"Egypt's China fever: Maria Golia examines the 50-year-old diplomatic relationship between China and Egypt and finds it going from strength to strength."	"The Middle East"	"1 March 2007"
545	1268	"Egypt's China fever: Maria Golia examines the 50-year-old diplomatic relationship between China and Egypt and finds it going from strength to strength."	"The Middle East"	"1 March 2007"
546	1269	"Egypt's China fever: Maria Golia examines the 50-year-old diplomatic relationship between China and Egypt and finds it going from strength to strength."	"The Middle East"	"1 March 2007"
541	1255	"Egypt’s foreign minister discusses US aid programme."	"Middle East and North Africa This Week"	"29 June 2007"
608	1369	"Egypt’s tourism developer Remco to raise USD 415mn through IPO."	"Middle East and North Africa This Week"	"29 February 2008"
503	1180	"Egyptian PM asks for larger World Bank involvement."	"Middle East and North Africa Today"	"10 June 2004"
510	1198	"Egyptian President signs four political reform laws."	"Middle East and North Africa Today"	"6 July 2005"
1856	3667	"Emergency aid to Morocco sets off from China."	"Xinhua News Agency"	"28 February 2004"
20443	6219	"Emulate China, Says President"	"All Africa"	"9 November 2009"
23762	6715	"Energy &amp; Electricity: Congo (Brazzaville)"	"Economist Intelligence Unit - Business Africa"	"16 January 2004"
434	1019	"Energy &amp; Electricity: Congo (Brazzaville)"	"Economist Intelligence Unit - Business Africa"	"16 January 2004"
2356	4547	"Energy &amp; electricity: Guinea"	"Economist Intelligence Unit - Business Africa"	"16 January 2007"
187	499	"Energy &amp; electricity: Guinea"	"Economist Intelligence Unit - Business Africa"	"16 January 2007"
2137	4175	"Energy &amp; electricity: Niger"	"Economist Intelligence Unit - Business Africa"	"16 July 2011"
820	1779	"Energy-hungry China clinches oil pact with Kenya"	"Agence France Presse"	"28 April 2006"
821	1781	"Energy-hungry China clinches oil pact with Kenya"	"Agence France Presse"	"28 April 2006"
822	1784	"Energy-hungry China clinches oil pact with Kenya"	"Agence France Presse"	"28 April 2006"
943	1983	"Enter the Dragon"	"All Africa"	"23 March 2005"
480	1130	"Equatorial Guinea to Intensify Co-operation with China"	"Global Insight Daily Analysis"	"31 October 2005"
12860	5065	"Equatorial Guinea to Intensify Co-operation with China"	"Global Insight Daily Analysis"	"31 October 2005"
478	1123	"Equatorial Guinea: Visiting Chinese foreign minister opens state TV building"	"BBC Monitoring Africa"	"3 January 2007"
731	1601	"ERA, Companies Sign Road Building, Upgrading Accord"	"All Africa"	"28 July 2006"
574	1321	"Eritrea signs two economic deals with China"	"Reuters News"	"24 July 2007"
558	1294	"Eritrea, China sign 1.8m dollars development agreement"	"BBC Monitoring Africa"	"1 June 2004"
554	1288	"Eritrea, China sign 2m dollars aid agreement."	"BBC Monitoring Africa"	"6 May 2003"
1413	2847	"Eritrea, China sign 2m dollars aid agreement."	"BBC Monitoring Africa"	"6 May 2003"
494	1160	"Eritrea, China to sign grant agreement, cancellation of debt."	"BBC Monitoring Africa - Economic"	"15 June 2001"
495	1162	"Eritrea, China to sign grant agreement, cancellation of debt."	"BBC Monitoring Africa - Economic"	"15 June 2001"
569	1311	"Eritrean president confers with visiting Chinese delegation"	"BBC Monitoring Africa"	"26 September 2006"
571	1315	"Eritrean president confers with visiting Chinese delegation"	"BBC Monitoring Africa"	"26 September 2006"
568	1310	"Eritrean president holds talks with Chinese delegation"	"BBC Monitoring Africa"	"15 August 2006"
80	178	"Ethio-China friendship road inaugurated in Addis Ababa."	"Xinhua News Agency"	"17 December 2003"
522	1215	"Ethio-China friendship road inaugurated in Addis Ababa."	"Xinhua News Agency"	"17 December 2003"
725	1587	"Ethiopia gets $208 mln China loan for power, cement"	"Reuters News"	"25 September 2007"
1073	2216	"Ethiopia gets $208 mln China loan for power, cement"	"Reuters News"	"25 September 2007"
627	1402	"Ethiopia industry - Foreign firms involved in construction projects."	"EIU Viewswire"	"14 October 2002"
1341	2732	"Ethiopia inks multi-million dlr deals with China, India"	"Agence France Presse"	"11 January 2008"
1346	2738	"Ethiopia receives 13 vehicles, office appliances from China"	"BBC Monitoring Africa"	"7 March 2008"
1471	2950	"Ethiopia signs Djibouti railway deal with China"	"Reuters News"	"17 December 2011"
1380	2796	"Ethiopia signs windfarm, dam deals with China"	"Reuters News"	"23 September 2009"
1375	2779	"Ethiopia to get $400 mln loan from China - report"	"Reuters News"	"15 May 2009"
530	1230	"Ethiopia-China funded pharmaceutical company ready for production"	"BBC Monitoring Africa"	"19 April 2004"
953	1996	"Ethiopia-China joint commission meeting discuss bilateral"	"BBC Monitoring Africa"	"22 March 2007"
727	1595	"Ethiopia-China joint commission meeting discuss bilateral"	"BBC Monitoring Africa"	"22 March 2007"
1404	2827	"Ethiopia, China discuss ways of cooperation in building capacity at  financial institutions"	"Xinhua News Agency"	"7 August 2010"
628	1403	"Ethiopia, China sign 10m birr human resources, capacity building agreement."	"BBC Monitoring Africa"	"25 November 2002"
639	1429	"Ethiopia, China sign 10m birr human resources, capacity building agreement."	"BBC Monitoring Africa"	"25 November 2002"
1458	2925	"Ethiopia, China sign 10m-dollar loan agreement"	"BBC Monitoring Africa"	"16 November 2011"
1077	2223	"Ethiopia, China sign 140m-US dollar loan accord for power"	"BBC Monitoring Africa"	"16 October 2007"
961	2007	"Ethiopia, China sign 18.5 million dollar debt relief agreement"	"Xinhua News Agency"	"25 May 2007"
1390	2808	"Ethiopia, China sign 25m dollar loan agreement"	"BBC Monitoring Africa"	"24 May 2010"
1400	2822	"Ethiopia, China sign 25m dollar loan agreement"	"BBC Monitoring Africa"	"24 May 2010"
1390	2809	"Ethiopia, China sign 32.5m-dollar grant, loan agreement"	"BBC Monitoring Africa"	"11 January 2010"
1392	2812	"Ethiopia, China sign 32.5m-dollar grant, loan agreement"	"BBC Monitoring Africa"	"11 January 2010"
1376	2780	"Ethiopia, China sign 349m-dollar loan agreement"	"BBC Monitoring Africa"	"8 November 2009"
980	2055	"Ethiopia, China sign 349m-dollar loan agreement"	"BBC Monitoring Africa"	"8 November 2009"
1383	2800	"Ethiopia, China sign 349m-dollar loan agreement"	"BBC Monitoring Africa"	"8 November 2009"
1467	2941	"Ethiopia, China sign 400m-dollar loan agreement"	"BBC Monitoring Africa"	"5 December 2011"
1470	2948	"Ethiopia, China sign 400m-dollar loan agreement"	"BBC Monitoring Africa"	"5 December 2011"
1458	2923	"Ethiopia, China sign 400m-dollar loan agreement"	"BBC Monitoring Africa"	"5 December 2011"
